--------------------
BDMEP - INMET
--------------------
Estação           : CAMPOS SALES - CE (OMM: 82777)
Latitude  (graus) : -7
Longitude (graus) : -40.38
Altitude  (metros): 583.50
Estação Operante
Inicio de operação: 01/06/1960
Periodo solicitado dos dados: 25/08/1976 a 25/08/2016
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;TempBulboSeco;TempBulboUmido;UmidadeRelativa;PressaoAtmEstacao;DirecaoVento;VelocidadeVentoNebulosidade;
82777;02/12/1976;0000;23.5;20.4;76;944.1;14;1;0;
82777;02/12/1976;1200;24.8;20.6;70;945.4;9;8;8;
82777;02/12/1976;1800;31.2;20.8;40;941.7;9;6;2;
82777;03/12/1976;0000;25;21;71;942.6;14;1;4;
82777;03/12/1976;1200;25.8;21.2;68;944.1;9;8;5;
82777;03/12/1976;1800;30.6;21;43;940.8;9;7;3;
82777;04/12/1976;0000;23.7;20.2;74;943.8;5;5;4;
82777;04/12/1976;1200;26.2;20.2;59;944.5;14;8;2;
82777;04/12/1976;1800;30.4;20.6;41;941.2;9;7;3;
82777;05/12/1976;0000;23.3;18.8;66;943.5;14;1;0;
82777;05/12/1976;1200;26.2;19.8;56;945.2;5;9;2;
82777;05/12/1976;1800;32;19.2;30;941.8;14;7;0;
82777;06/12/1976;0000;23.7;18.6;63;942.7;14;3;0;
82777;06/12/1976;1200;26.6;20.4;58;945.4;9;7;2;
82777;06/12/1976;1800;32.6;20.8;35;941.1;5;7;3;
82777;07/12/1976;0000;25.2;19.6;60;943.7;14;4;0;
82777;07/12/1976;1200;27;20;53;945;9;8;5;
82777;07/12/1976;1800;31.4;19.8;34;941.8;9;9;4;
82777;08/12/1976;0000;24.6;19.4;63;944.7;14;2;4;
82777;08/12/1976;1200;26;20.4;61;946;14;8;3;
82777;08/12/1976;1800;32.2;20;32;942.1;14;3;2;
82777;09/12/1976;0000;24.2;17.2;50;944.1;14;1;0;
82777;09/12/1976;1200;26.6;20.6;59;946.5;5;7;0;
82777;09/12/1976;1800;33.2;19.2;26;942.5;5;4;0;
82777;10/12/1976;0000;25.8;16.6;40;943.8;5;1;0;
82777;10/12/1976;1200;26;20.6;63;946;9;9;3;
82777;10/12/1976;1800;33.4;20;29;942.5;9;7;4;
82777;11/12/1976;0000;24.4;17.6;52;944.5;14;2;0;
82777;11/12/1976;1200;27.2;22;65;945.5;5;8;5;
82777;11/12/1976;1800;32.6;20.4;33;942.2;14;7;3;
82777;12/12/1976;0000;25.4;19.8;60;943.7;14;1;0;
82777;12/12/1976;1200;27.4;19.4;48;945.8;5;7;2;
82777;12/12/1976;1800;31.6;19.8;34;942.4;5;6;5;
82777;13/12/1976;0000;24.4;18.8;59;944;14;2;0;
82777;13/12/1976;1200;25;20;64;946.3;9;7;4;
82777;13/12/1976;1800;31.2;20;36;942.5;14;5;4;
82777;14/12/1976;0000;24.8;18.6;56;944.2;14;2;0;
82777;14/12/1976;1200;25.8;21;66;946.5;9;7;6;
82777;14/12/1976;1800;32;20.8;37;942.3;14;1;3;
82777;15/12/1976;0000;26.2;19.2;52;943.4;14;2;0;
82777;15/12/1976;1200;25.4;21.2;70;945.2;5;8;4;
82777;15/12/1976;1800;31;21;41;941.6;9;9;2;
82777;16/12/1976;0000;24.4;20.2;69;942.9;14;1;0;
82777;16/12/1976;1200;22.7;20.8;85;944.8;9;8;8;
82777;16/12/1976;1800;30.6;19;34;940.6;9;5;3;
82777;17/12/1976;0000;25.6;19.2;56;942.4;14;1;0;
82777;17/12/1976;1200;24.6;20;67;945.4;5;7;6;
82777;17/12/1976;1800;32.6;20.2;33;941.6;9;5;2;
82777;18/12/1976;0000;25.4;18.4;51;944.8;14;2;0;
82777;18/12/1976;1200;24.4;20.2;69;947.8;5;7;10;
82777;18/12/1976;1800;32.8;19.8;30;943.3;9;5;0;
82777;19/12/1976;0000;26.2;18.6;49;945.3;0;0;0;
82777;19/12/1976;1200;27.4;21;57;946.8;14;7;5;
82777;19/12/1976;1800;33;21.2;31;942;9;7;2;
82777;20/12/1976;0000;27;19.2;49;943.4;14;3;0;
82777;20/12/1976;1200;20.3;19.6;94;945.8;0;0;10;
82777;20/12/1976;1800;29.2;22.2;55;941;14;4;6;
82777;21/12/1976;0000;23.1;21.2;85;942.8;0;0;0;
82777;21/12/1976;1200;22.3;21;89;944.7;5;3;8;
82777;21/12/1976;1800;29;20.8;49;941;5;5;3;
82777;22/12/1976;0000;22.3;20.8;87;942.1;0;0;4;
82777;22/12/1976;1200;24.8;21.2;74;944.5;5;7;6;
82777;22/12/1976;1800;30.6;20.8;42;941.1;9;5;4;
82777;23/12/1976;0000;22.9;19.2;72;942.1;0;0;0;
82777;23/12/1976;1200;23.7;20.4;74;945.4;5;6;7;
82777;23/12/1976;1800;29.6;20.8;46;941.5;9;5;3;
82777;24/12/1976;0000;22.9;19.4;73;942.3;14;1;0;
82777;24/12/1976;1200;24.4;19.8;66;945.1;5;7;2;
82777;24/12/1976;1800;31;19.8;36;941.1;9;3;2;
82777;25/12/1976;0000;24.4;18.4;57;943;0;0;0;
82777;25/12/1976;1200;24.8;20.8;71;946.5;5;5;4;
82777;25/12/1976;1800;32.2;21.4;39;941.6;9;6;2;
82777;26/12/1976;0000;25.2;19.6;60;942.7;0;0;0;
82777;26/12/1976;1200;25.2;21.4;73;945.2;5;7;8;
82777;26/12/1976;1800;31;20.2;38;940.9;5;3;5;
82777;27/12/1976;0000;24.2;18.6;59;941.8;14;1;0;
82777;27/12/1976;1200;26;20.8;64;944.3;5;8;3;
82777;27/12/1976;1800;32.4;20;32;940.7;14;7;2;
82777;28/12/1976;0000;24.4;18;54;942.9;14;1;0;
82777;28/12/1976;1200;26.2;20.4;60;945.6;9;8;0;
82777;28/12/1976;1800;33.2;19.8;29;942;9;7;2;
82777;29/12/1976;0000;24.8;18;53;944.2;14;1;0;
82777;29/12/1976;1200;23.9;19.8;70;947.5;5;9;10;
82777;29/12/1976;1800;31.4;21.6;42;944.5;14;5;4;
82777;30/12/1976;0000;25.4;19.6;59;944.8;14;2;3;
82777;30/12/1976;1200;24.4;20.8;73;947.4;9;5;10;
