--------------------
BDMEP - INMET
--------------------
Estação           : OBIDOS - PA (OMM: 82178)
Latitude  (graus) : -1.91
Longitude (graus) : -55.51
Altitude  (metros): 37.00
Estação Operante
Inicio de operação: 01/01/1927
Periodo solicitado dos dados: 01/01/1900 a 01/01/2016
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;TempBulboSeco;TempBulboUmido;UmidadeRelativa;PressaoAtmEstacao;DirecaoVento;VelocidadeVentoNebulosidade;
82178;23/02/1971;0000;25.5;24.8;95;1005.9;0;0;0;
82178;23/02/1971;1200;24.8;23.2;88;1009.2;9;2.4;0.7;
82178;23/02/1971;1800;29;26;79;1006.6;18;4.4;0.7;
82178;24/02/1971;0000;24.8;23.5;90;1006.7;9;2.4;0.7;
82178;24/02/1971;1200;26;23.8;83;1009.2;9;4.4;0.6;
82178;24/02/1971;1800;30.4;25;64;1006.3;0;0;0.7;
82178;25/02/1971;0000;25.4;24.5;93;1007.9;0;0;0.6;
82178;25/02/1971;1200;24.2;23;90;1010.3;9;0.9;0.7;
82178;25/02/1971;1800;28.6;25.3;77;1007.6;36;6.7;0.8;
82178;26/02/1971;0000;26;24.8;91;1007.6;0;0;0.6;
82178;26/02/1971;1200;24;23;92;1009.8;14;4.4;0.7;
82178;26/02/1971;1800;30;26;73;1007.2;9;2.4;0.7;
82178;27/02/1971;0000;25.6;24;88;1008.2;0;0;0.6;
82178;27/02/1971;1200;25;24;92;1009.9;0;0;0.7;
82178;27/02/1971;1800;28;25.2;80;1007.2;36;4.4;0.7;
82178;28/02/1971;0000;26.2;25;91;1007.6;9;2.4;0.6;
82178;28/02/1971;1200;23.7;23;94;1009;36;4.4;0.8;
82178;28/02/1971;1800;26.2;24.8;89;1006.6;14;;0.8;
82178;01/03/1971;0000;23.5;23;96;1006.2;9;0.9;0.5;
82178;01/03/1971;1200;22.8;22.5;97;1009;0;0;0.7;
82178;01/03/1971;1800;30;25;67;1005.8;36;2.4;0.7;
82178;02/03/1971;0000;22.9;22.2;94;1006;9;0.9;0.5;
82178;02/03/1971;1200;23.6;23;95;1008.3;14;0.9;0.7;
82178;02/03/1971;1800;31;26.5;70;1005.8;14;2.4;0.7;
82178;03/03/1971;0000;24.5;23.7;94;1005.6;36;2.4;0.5;
82178;03/03/1971;1200;25;24;92;1007.9;14;0.9;0.7;
82178;03/03/1971;1800;29.8;26;74;1005;18;2.4;0.7;
82178;04/03/1971;0000;26;24.8;91;1005.1;9;0.9;0.6;
82178;04/03/1971;1200;26.8;23.5;76;1008.3;9;4.4;0.6;
82178;04/03/1971;1800;31;26;67;1004.8;18;0.9;0.7;
82178;05/03/1971;0000;26.8;24;79;1005.8;9;2.4;0.7;
82178;05/03/1971;1200;23;22.6;97;1009.2;36;2.4;0.8;
82178;05/03/1971;1800;31;26;67;1005.9;9;4.4;0.8;
82178;06/03/1971;0000;25.2;24.8;97;1006.3;0;0;0.7;
82178;06/03/1971;1200;25.6;23.6;85;1008.3;9;0.9;0.7;
82178;06/03/1971;1800;31;27;73;1005.2;18;0.9;0.7;
